"doc_a","doc_b","metric","value"
"39_madison_federalist_39","10_madison_federalist_10","burrows_delta","1.4169778423"
"39_madison_federalist_39","14_madison_federalist_14","burrows_delta","1.2700352636"
"39_madison_federalist_39","39_madison_federalist_39","burrows_delta","0.0000000000"
"01_hamilton_federalist_01","01_hamilton_federalist_01","cosine_distance","0.0000000000"
"01_hamilton_federalist_01","06_hamilton_federalist_06","cosine_distance","0.0690607775"
"01_hamilton_federalist_01","09_hamilton_federalist_09","cosine_distance","0.0609275331"
"01_hamilton_federalist_01","10_madison_federalist_10","cosine_distance","0.0731271414"
"01_hamilton_federalist_01","14_madison_federalist_14","cosine_distance","0.0411343808"
"01_hamilton_federalist_01","39_madison_federalist_39","cosine_distance","0.0762942613"
"06_hamilton_federalist_06","01_hamilton_federalist_01","cosine_distance","0.0690607775"
"06_hamilton_federalist_06","06_hamilton_federalist_06","cosine_distance","0.0000000000"
"06_hamilton_federalist_06","09_hamilton_federalist_09","cosine_distance","0.0606406703"
"06_hamilton_federalist_06","10_madison_federalist_10","cosine_distance","0.0646246928"
"06_hamilton_federalist_06","14_madison_federalist_14","cosine_distance","0.0565393305"
"06_hamilton_federalist_06","39_madison_federalist_39","cosine_distance","0.0992963414"
"09_hamilton_federalist_09","01_hamilton_federalist_01","cosine_distance","0.0609275331"
"09_hamilton_federalist_09","06_hamilton_federalist_06","cosine_distance","0.0606406703"
"09_hamilton_federalist_09","09_hamilton_federalist_09","cosine_distance","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","cosine_distance","0.0835554263"
"09_hamilton_federalist_09","14_madison_federalist_14","cosine_distance","0.0558397479"
"09_hamilton_federalist_09","39_madison_federalist_39","cosine_distance","0.0735069408"
"10_madison_federalist_10","01_hamilton_federalist_01","cosine_distance","0.0731271414"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0646246928"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0835554263"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0565290695"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.1120296135"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0411343808"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0565393305"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0558397479"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0565290695"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0780948088"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0762942613"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0992963414"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0735069408"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.1120296135"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0780948088"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
