"doc_a","doc_b","metric","value"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0790967596"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0734073806"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0674276274"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.1084042396"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0533168332"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0643441859"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0396023304"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0674276274"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0535237865"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0843784817"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0839079272"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0780408707"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.1084042396"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0535237865"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
