"doc_a","doc_b","metric","value"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.0418377629"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0260720951"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0438693902"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0318817035"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0264103164"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0286955307"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0537212144"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0630915750"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0492142824"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.0418377629"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0286955307"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
