"doc_a","doc_b","metric","value"
"06_hamilton_federalist_06","14_madison_federalist_14","cosine_distance","0.0467833231"
"06_hamilton_federalist_06","39_madison_federalist_39","cosine_distance","0.0475030128"
"09_hamilton_federalist_09","01_hamilton_federalist_01","cosine_distance","0.0295309920"
"09_hamilton_federalist_09","06_hamilton_federalist_06","cosine_distance","0.0286114664"
"09_hamilton_federalist_09","09_hamilton_federalist_09","cosine_distance","0.0000000000"
"09_hamilton_federalist_09","10_madison_federalist_10","cosine_distance","0.0425224018"
"09_hamilton_federalist_09","14_madison_federalist_14","cosine_distance","0.0243949790"
"09_hamilton_federalist_09","39_madison_federalist_39","cosine_distance","0.0406175553"
"10_madison_federalist_10","01_hamilton_federalist_01","cosine_distance","0.0739838874"
"10_madison_federalist_10","06_hamilton_federalist_06","cosine_distance","0.0453459219"
"10_madison_federalist_10","09_hamilton_federalist_09","cosine_distance","0.0425224018"
"10_madison_federalist_10","10_madison_federalist_10","cosine_distance","0.0000000000"
"10_madison_federalist_10","14_madison_federalist_14","cosine_distance","0.0434717365"
"10_madison_federalist_10","39_madison_federalist_39","cosine_distance","0.0750091293"
"14_madison_federalist_14","01_hamilton_federalist_01","cosine_distance","0.0397986193"
"14_madison_federalist_14","06_hamilton_federalist_06","cosine_distance","0.0467833231"
"14_madison_federalist_14","09_hamilton_federalist_09","cosine_distance","0.0243949790"
"14_madison_federalist_14","10_madison_federalist_10","cosine_distance","0.0434717365"
"14_madison_federalist_14","14_madison_federalist_14","cosine_distance","0.0000000000"
"14_madison_federalist_14","39_madison_federalist_39","cosine_distance","0.0393841287"
"39_madison_federalist_39","01_hamilton_federalist_01","cosine_distance","0.0416650831"
"39_madison_federalist_39","06_hamilton_federalist_06","cosine_distance","0.0475030128"
"39_madison_federalist_39","09_hamilton_federalist_09","cosine_distance","0.0406175553"
"39_madison_federalist_39","10_madison_federalist_10","cosine_distance","0.0750091293"
"39_madison_federalist_39","14_madison_federalist_14","cosine_distance","0.0393841287"
"39_madison_federalist_39","39_madison_federalist_39","cosine_distance","0.0000000000"
