sent_idx	tok_idx	pos	dep
3	38	NOUN	conj
3	39	PUNCT	punct
4	0	PRON	nsubj
4	1	AUX	aux
4	2	AUX	ROOT
4	3	ADV	advmod
4	4	ADP	prep
4	5	DET	det
4	6	NOUN	pobj
4	7	ADV	advmod
4	8	VERB	acl
4	9	PUNCT	punct
4	10	CCONJ	cc
4	11	PRON	nsubj
4	12	VERB	conj
4	13	DET	det
4	14	ADV	advmod
4	15	ADJ	amod
4	16	CCONJ	cc
4	17	ADJ	advmod
4	18	ADJ	conj
4	19	NOUN	dobj
4	20	PUNCT	punct
5	0	DET	det
5	1	NOUN	nsubjpass
5	2	AUX	aux
5	3	AUX	auxpass
5	4	ADV	advmod
5	5	VERB	ROOT
5	6	ADP	prep
5	7	ADJ	amod
5	8	NOUN	pobj
5	9	PRON	nsubj
5	10	AUX	aux
5	11	ADV	advmod
5	12	VERB	relcl
5	13	SCONJ	mark
5	14	PUNCT	punct
5	15	SCONJ	mark
5	16	DET	det
5	17	NOUN	nsubjpass
5	18	AUX	aux
5	19	CCONJ	preconj
5	20	AUX	auxpass
5	21	ADV	advmod
5	22	VERB	advcl
5	23	PUNCT	punct
5	24	CCONJ	cc
5	25	ADV	advmod
5	26	VERB	conj
5	27	ADP	prep
5	28	ADJ	amod
5	29	NOUN	pobj
5	30	PUNCT	punct
5	31	DET	det
5	32	NOUN	nsubj
5	33	ADP	prep
5	34	PRON	pobj
5	35	PRON	nsubjpass
5	36	AUX	aux
5	37	AUX	auxpass
5	38	VERB	relcl
5	39	AUX	aux
5	40	VERB	ccomp
5	41	ADJ	amod
5	42	CCONJ	cc
5	43	ADJ	conj
5	44	NOUN	dobj
5	45	ADP	prep
5	46	DET	det
5	47	ADJ	pobj
5	48	PUNCT	punct
6	0	PART	aux
6	1	VERB	advcl
6	2	DET	det
6	3	NOUN	dobj
6	4	ADP	prep
6	5	NOUN	pobj
6	6	ADP	prep
6	7	ADJ	amod
6	8	NOUN	pobj
6	9	ADP	prep
6	10	DET	det
6	11	NOUN	pobj
6	12	ADP	prep
6	13	PRON	poss
6	14	NOUN	pobj
6	15	PUNCT	punct
6	16	AUX	aux
6	17	AUX	ROOT
6	18	PART	aux
6	19	VERB	xcomp
6	20	SCONJ	mark
6	21	NOUN	nsubj
6	22	AUX	ccomp
6	23	ADJ	acomp
6	24	PUNCT	punct
6	25	ADJ	conj
6	26	PUNCT	punct
6	27	CCONJ	cc
6	28	ADJ	conj
6	29	PUNCT	punct
7	0	PART	aux
7	1	VERB	advcl
7	2	ADP	prep
7	3	DET	det
7	4	NOUN	pobj
7	5	ADP	prep
7	6	NOUN	pobj
7	7	ADP	prep
7	8	DET	det
7	9	NOUN	pobj
7	10	ADP	prep
7	11	ADJ	amod
7	12	PUNCT	punct
7	13	ADJ	amod
7	14	NOUN	pobj
7	15	ADP	prep
7	16	DET	det
7	17	ADJ	amod
7	18	NOUN	pobj
7	19	PUNCT	punct
7	20	AUX	aux
7	21	AUX	ROOT
7	22	PART	aux
7	23	VERB	xcomp
7	24	DET	det
7	25	ADJ	amod
7	26	NOUN	dobj
7	27	ADP	prep
7	28	ADJ	amod
7	29	NOUN	pobj
7	30	PUNCT	punct
7	31	CCONJ	cc
7	32	PART	aux
7	33	VERB	conj
7	34	ADP	prep
7	35	NOUN	pobj
7	36	DET	det
7	37	VERB	amod
7	38	NOUN	dobj
7	39	ADP	prep
7	40	NOUN	pobj
7	41	PUNCT	punct
8	0	DET	det
8	1	NOUN	nsubj
8	2	ADP	prep
8	3	NOUN	pobj
8	4	ADP	prep
8	5	NOUN	pobj
8	6	AUX	ROOT
8	7	ADJ	acomp
8	8	PUNCT	punct
9	0	PRON	expl
9	1	VERB	ROOT
9	2	PRON	attr
9	3	PRON	nsubj
9	4	VERB	relcl
9	5	DET	det
9	6	ADJ	amod
9	7	CCONJ	cc
9	8	ADV	advmod
9	9	ADJ	conj
9	10	NOUN	dobj
9	11	SCONJ	prep
9	12	DET	det
9	13	ADJ	amod
9	14	NOUN	pobj
9	15	ADP	prep
9	16	NOUN	pobj
9	17	PUNCT	punct
10	0	ADP	prep
10	1	DET	det
10	2	NOUN	pobj
10	3	AUX	ROOT
10	4	DET	det
10	5	NOUN	attr
10	6	ADP	prep
10	7	NOUN	pobj
10	8	CCONJ	cc
10	9	DET	det
10	10	NOUN	conj
10	11	ADP	prep
10	12	ADJ	pobj
10	13	NOUN	pobj
10	14	NOUN	pobj
10	15	CCONJ	cc
10	16	NOUN	conj
10	17	PUNCT	punct
10	18	DET	det
10	19	NOUN	appos
10	20	ADP	prep
10	21	NOUN	pobj
10	22	PUNCT	punct
10	23	CCONJ	cc
10	24	DET	det
10	25	NOUN	conj
10	26	ADP	prep
10	27	NOUN	pobj
10	28	CCONJ	cc
10	29	NOUN	conj
10	30	PUNCT	punct
11	0	PRON	expl
11	1	VERB	ROOT
11	2	NOUN	attr
11	3	PRON	nsubj
11	4	VERB	relcl
11	5	DET	det
11	6	ADV	advmod
11	7	VERB	dobj
11	8	SCONJ	prep
11	9	DET	det
11	10	ADV	advmod
11	11	ADJ	amod
11	12	NOUN	pobj
11	13	ADP	prep
11	14	PRON	poss
11	15	NOUN	pobj
11	16	PUNCT	punct
12	0	ADJ	acomp
12	1	AUX	ROOT
12	2	DET	det
12	3	NOUN	attr
12	4	CCONJ	cc
12	5	NOUN	conj
12	6	ADP	prep
12	7	NOUN	pobj
12	8	ADP	prep
12	9	ADJ	amod
12	10	NOUN	pobj
12	11	PUNCT	punct
13	0	CCONJ	cc
13	1	PRON	expl
13	2	VERB	ROOT
13	3	NOUN	attr
13	4	PUNCT	punct
13	5	PART	neg
13	6	ADV	advmod
13	7	ADJ	amod
13	8	ADP	prep
13	9	ADV	pcomp
13	10	ADP	prep
13	11	DET	det
13	12	ADJ	pobj
13	13	PUNCT	punct
13	14	PRON	nsubj
13	15	VERB	relcl
13	16	PRON	poss
13	17	NOUN	dobj
13	18	ADV	advmod
13	19	ADP	prep
13	20	ADJ	amod
13	21	NOUN	pobj
13	22	PUNCT	punct
13	23	ADP	prep
13	24	DET	det
13	25	NOUN	pobj
13	26	PUNCT	punct
13	27	NOUN	conj
13	28	PUNCT	punct
13	29	NOUN	conj
13	30	PUNCT	punct
13	31	NOUN	conj
13	32	PUNCT	punct
13	33	CCONJ	cc
13	34	NOUN	conj
13	35	ADP	prep
13	36	VERB	amod
13	37	NOUN	pobj
13	38	ADP	prep
13	39	DET	det
13	40	NOUN	pobj
13	41	ADP	prep
13	42	PRON	pobj
13	43	PRON	nsubj
13	44	AUX	relcl
13	45	NOUN	attr
13	46	PUNCT	punct
14	0	NOUN	nsubj
14	1	ADP	prep
14	2	DET	det
14	3	NOUN	pobj
14	4	PUNCT	punct
14	5	SCONJ	mark
14	6	DET	det
14	7	NOUN	appos
14	8	ADP	prep
14	9	DET	det
14	10	NOUN	pobj
14	11	CCONJ	cc
14	12	ADP	conj
14	13	DET	det
14	14	NOUN	pobj
14	15	PUNCT	punct
14	16	AUX	aux
14	17	ADP	prep
14	18	ADV	advmod
14	19	ADJ	amod
14	20	NOUN	pobj
14	21	VERB	ROOT
14	22	DET	det
14	23	NOUN	dobj
14	24	PRON	nsubj
14	25	VERB	relcl
14	26	PUNCT	punct
14	27	CCONJ	cc
14	28	VERB	conj
14	29	DET	det
14	30	NOUN	dobj
14	31	ADP	prep
14	32	DET	det
14	33	ADJ	amod
14	34	NOUN	pobj
14	35	PUNCT	punct
14	36	AUX	aux
14	37	PART	neg
14	38	VERB	conj
14	39	PART	aux
14	40	VERB	advcl
14	41	DET	det
14	42	ADJ	amod
14	43	NOUN	dobj
14	44	ADP	prep
14	45	ADJ	amod
14	46	NOUN	pobj
14	47	CCONJ	cc
14	48	ADJ	amod
14	49	NOUN	conj
14	50	PUNCT	punct
15	0	DET	det
15	1	ADJ	amod
15	2	PROPN	nsubj
15	3	PUNCT	punct
15	4	ADP	prep
15	5	NOUN	pobj
15	6	ADP	prep
15	7	DET	det
15	8	NOUN	pobj
15	9	ADP	prep
15	10	DET	det
15	11	NUM	pobj
15	12	PUNCT	punct
15	13	ADP	prep
15	14	DET	det
15	15	NOUN	pobj
15	16	ADP	prep
15	17	ADJ	pobj
15	18	ADP	prep
15	19	DET	det
15	20	NOUN	pobj
15	21	CCONJ	cc
15	22	NOUN	conj
15	23	ADP	prep
15	24	PRON	poss
15	25	NOUN	pobj
15	26	PUNCT	punct
15	27	VERB	ROOT
15	28	PUNCT	punct
15	29	VERB	conj
15	30	PUNCT	punct
15	31	CCONJ	cc
15	32	VERB	conj
15	33	DET	det
15	34	NOUN	dobj
15	35	ADP	prep
15	36	DET	det
15	37	NOUN	pobj
15	38	PUNCT	punct
16	0	DET	det
16	1	ADJ	amod
16	2	NOUN	nsubj
16	3	PUNCT	punct
16	4	VERB	acl
16	5	ADP	agent
16	6	ADJ	amod
16	7	NOUN	pobj
16	8	ADP	prep
16	9	DET	det
16	10	PROPN	pobj
16	11	PUNCT	punct
16	12	DET	det
16	13	NOUN	appos
16	14	ADP	prep
16	15	PROPN	pobj
16	16	PUNCT	punct
16	17	CCONJ	cc
16	18	PART	aux
16	19	VERB	conj
16	20	DET	det
16	21	NOUN	dobj
16	22	ADP	prep
16	23	PRON	pobj
16	24	PRON	nsubjpass
16	25	AUX	auxpass
16	26	VERB	relcl
16	27	ADP	prep
16	28	DET	det
16	29	NOUN	pobj
16	30	ADP	prep
16	31	DET	det
16	32	VERB	amod
16	33	NOUN	pobj
16	34	ADP	prep
16	35	DET	det
16	36	ADJ	amod
16	37	PROPN	pobj
16	38	PUNCT	punct
16	39	CCONJ	cc
16	40	PART	aux
16	41	AUX	auxpass
16	42	VERB	conj
16	43	ADP	prep
16	44	DET	det
16	45	NOUN	pobj
16	46	VERB	acl
16	47	PART	aux
16	48	AUX	auxpass
16	49	VERB	xcomp
16	50	ADP	prep
16	51	PRON	pobj
16	52	ADP	prep
16	53	VERB	pcomp
16	54	DET	det
16	55	NOUN	dobj
16	56	ADP	prep
16	57	DET	det
16	58	NOUN	pobj
16	59	ADP	prep
16	60	DET	det
16	61	NOUN	pobj
16	62	ADP	prep
16	63	NUM	pobj
16	64	PUNCT	punct
16	65	CCONJ	cc
16	66	ADP	conj
16	67	DET	det
16	68	NOUN	pobj
16	69	ADP	prep
16	70	DET	predet
16	71	DET	det
16	72	NOUN	pobj
16	73	PUNCT	punct
16	74	AUX	ROOT
16	75	DET	det
16	76	ADJ	amod
16	77	NOUN	attr
16	78	ADP	prep
16	79	DET	det
16	80	ADJ	amod
16	81	CCONJ	cc
16	82	ADJ	conj
16	83	NOUN	pobj
16	84	PUNCT	punct
16	85	VERB	advcl
16	86	ADP	prep
16	87	DET	det
16	88	ADJ	amod
16	89	NOUN	pobj
16	90	ADP	agent
16	91	DET	det
16	92	NOUN	pobj
16	93	ADP	prep
16	94	DET	det
16	95	PROPN	compound
16	96	NOUN	pobj
16	97	PUNCT	punct
16	98	PRON	dep
16	99	PUNCT	punct
16	100	ADP	prep
16	101	ADJ	amod
16	102	NOUN	pobj
16	103	PUNCT	punct
16	104	NOUN	conj
16	105	PUNCT	punct
16	106	CCONJ	cc
16	107	NOUN	conj
16	108	PUNCT	punct
16	109	VERB	acl
16	110	ADP	prep
16	111	DET	det
16	112	NOUN	pobj
16	113	ADP	prep
16	114	DET	det
16	115	ADJ	amod
16	116	NOUN	pobj
16	117	PUNCT	punct
17	0	DET	det
17	1	ADJ	amod
17	2	NOUN	nsubj
17	3	PUNCT	punct
17	4	PRON	nsubj
17	5	AUX	relcl
17	6	ADJ	amod
17	7	NOUN	attr
17	8	ADP	prep
17	9	PROPN	compound
17	10	PROPN	pobj
17	11	PUNCT	punct
17	12	PUNCT	punct
17	13	VERB	acl
17	14	PRON	poss
17	15	NOUN	dobj
17	16	PART	aux
17	17	VERB	xcomp
17	18	ADP	prep
17	19	DET	det
17	20	ADJ	amod
17	21	NUM	pobj
17	22	PUNCT	punct
17	23	VERB	ccomp
17	24	NOUN	dobj
17	25	ADP	prep
17	26	VERB	pcomp
17	27	ADP	prep
17	28	DET	det
17	29	NOUN	pobj
17	30	ADP	prep
17	31	DET	det
17	32	ADJ	amod
17	33	NOUN	pobj
17	34	ADP	prep
17	35	DET	det
17	36	NOUN	pobj
17	37	ADP	prep
17	38	DET	det
17	39	PROPN	compound
17	40	PROPN	compound
17	41	PROPN	pobj
17	42	PART	aux
17	43	VERB	advcl
17	44	DET	det
17	45	NOUN	dobj
17	46	CCONJ	cc
17	47	NOUN	conj
17	48	ADP	prep
17	49	DET	det
17	50	ADJ	amod
17	51	CCONJ	cc
17	52	ADJ	conj
17	53	NOUN	pobj
17	54	PUNCT	punct
17	55	PRON	nsubj
17	56	VERB	ROOT
17	57	PROPN	dobj
17	58	ADP	prep
17	59	DET	det
17	60	NOUN	pobj
17	61	ADP	prep
17	62	PROPN	pobj
17	63	PUNCT	punct
17	64	ADJ	advmod
17	65	ADP	prep
17	66	DET	det
17	67	PROPN	compound
17	68	NOUN	pobj
17	69	ADP	prep
17	70	NOUN	pobj
17	71	PUNCT	punct
17	72	CCONJ	cc
17	73	ADP	conj
17	74	DET	det
17	75	NOUN	pobj
17	76	ADP	prep
17	77	DET	det
17	78	NOUN	pobj
17	79	CCONJ	cc
17	80	NOUN	conj
17	81	PUNCT	punct
17	82	ADV	advmod
17	83	ADV	advmod
17	84	ADP	prep
17	85	DET	det
17	86	NOUN	pobj
17	87	ADP	prep
17	88	PRON	dobj
17	89	PRON	nsubj
17	90	VERB	relcl
17	91	ADP	prep
17	92	PRON	poss
17	93	NOUN	pobj
17	94	PUNCT	punct
17	95	ADP	prep
17	96	ADP	prep
17	97	PROPN	pobj
17	98	ADP	prep
17	99	ADJ	amod
17	100	PUNCT	punct
18	0	ADP	prep
18	1	SCONJ	mark
18	2	PRON	expl
18	3	ADV	advmod
18	4	AUX	advcl
18	5	DET	det
18	6	NOUN	attr
18	7	PRON	nsubj
18	8	VERB	relcl
18	9	ADJ	advmod
18	10	PART	aux
18	11	VERB	xcomp
18	12	DET	det
18	13	NOUN	dobj
18	14	ADP	prep
18	15	ADJ	amod
18	16	NOUN	pobj
18	17	PUNCT	punct
18	18	PRON	nsubj
18	19	AUX	ROOT
18	20	DET	det
18	21	PROPN	compound
18	22	PROPN	compound
18	23	PROPN	attr
18	24	PUNCT	punct
18	25	ADP	prep
18	26	DET	poss
18	27	NOUN	compound
18	28	PROPN	nsubj
18	29	AUX	pcomp
18	30	ADP	advmod
18	31	ADV	advmod
18	32	DET	det
18	33	NOUN	attr
18	34	CCONJ	cc
18	35	DET	det
18	36	NOUN	conj
18	37	PUNCT	punct
19	0	DET	det
19	1	NOUN	nsubj
19	2	PRON	dobj
19	3	DET	det
19	4	NOUN	nsubj
19	5	ADP	prep
19	6	NUM	nummod
19	7	NUM	pobj
19	8	PUNCT	punct
19	9	DET	det
19	10	NOUN	appos
19	11	ADP	prep
19	12	NUM	pobj
19	13	PUNCT	punct
19	14	CCONJ	cc
19	15	DET	det
19	16	NOUN	conj
19	17	ADP	prep
19	18	DET	det
19	19	PROPN	pobj
19	20	PUNCT	punct
19	21	VERB	relcl
19	22	ADP	prep
19	23	DET	det
19	24	ADJ	amod
19	25	NOUN	pobj
19	26	PUNCT	punct
19	27	NOUN	conj
19	28	PUNCT	punct
19	29	CCONJ	cc
19	30	NOUN	conj
19	31	PUNCT	punct
19	32	ADP	prep
19	33	DET	det
19	34	ADJ	amod
19	35	NOUN	pobj
19	36	ADP	prep
19	37	PROPN	pobj
19	38	PUNCT	punct
19	39	AUX	ROOT
19	40	NOUN	attr
19	41	PRON	nsubjpass
19	42	AUX	aux
19	43	AUX	auxpass
19	44	ADV	advmod
19	45	ADV	advmod
19	46	VERB	relcl
19	47	SCONJ	prep
19	48	PART	neg
19	49	PART	aux
19	50	AUX	auxpass
19	51	ADV	advmod
19	52	VERB	xcomp
19	53	PUNCT	punct
20	0	PART	aux
20	1	VERB	advcl
20	2	NOUN	dobj
20	3	ADP	prep
20	4	DET	det
20	5	NOUN	pobj
20	6	ADP	prep
20	7	ADJ	amod
20	8	NOUN	pobj
20	9	ADP	prep
20	10	DET	det
20	11	NOUN	pobj
20	12	ADP	prep
20	13	ADJ	amod
20	14	ADJ	amod
20	15	NOUN	pobj
20	16	PUNCT	punct
20	17	CCONJ	preconj
20	18	ADJ	amod
20	19	CCONJ	cc
20	20	ADJ	conj
20	21	PUNCT	punct
20	22	VERB	prep
20	23	ADP	prep
20	24	PRON	poss
20	25	NOUN	pobj
20	26	PUNCT	punct
20	27	AUX	aux
20	28	AUX	ROOT
20	29	DET	det
20	30	ADJ	amod
20	31	NOUN	attr
20	32	ADP	prep
20	33	NOUN	pobj
20	34	PUNCT	punct
21	0	PRON	nsubj
21	1	PRON	nsubj
21	2	VERB	relcl
21	3	CCONJ	cc
21	4	DET	det
21	5	ADJ	amod
21	6	NOUN	conj
21	7	ADP	prep
21	8	DET	det
21	9	NOUN	pobj
21	10	ADP	prep
21	11	PRON	dobj
21	12	PRON	nsubj
21	13	AUX	relcl
21	14	PART	aux
21	15	AUX	auxpass
21	16	VERB	xcomp
21	17	PUNCT	punct
21	18	AUX	aux
21	19	PRON	nsubj
21	20	VERB	ROOT
21	21	DET	det
21	22	NOUN	dobj
21	23	ADP	prep
21	24	NOUN	pobj
21	25	PUNCT	punct
21	26	CCONJ	cc
21	27	PRON	nsubj
21	28	PRON	nsubj
21	29	VERB	relcl
21	30	DET	det
21	31	ADJ	amod
21	32	NOUN	dobj
21	33	ADP	prep
21	34	ADJ	amod
21	35	NOUN	pobj
21	36	AUX	aux
21	37	PART	neg
21	38	VERB	conj
21	39	ADP	prep
21	40	NOUN	pobj
21	41	ADP	prep
21	42	ADJ	amod
21	43	NOUN	pobj
21	44	PART	aux
21	45	VERB	advcl
21	46	PRON	poss
21	47	NOUN	dobj
21	48	CCONJ	advmod
21	49	ADP	prep
21	50	DET	det
21	51	NOUN	pobj
21	52	CCONJ	cc
21	53	NOUN	conj
21	54	ADP	prep
21	55	DET	det
21	56	NOUN	pobj
21	57	PUNCT	punct
22	0	ADV	advmod
22	1	PUNCT	punct
22	2	ADV	advmod
22	3	PUNCT	punct
22	4	DET	det
22	5	NOUN	prep
22	6	PUNCT	punct
22	7	VERB	csubjpass
22	8	PART	aux
22	9	VERB	xcomp
22	10	DET	det
22	11	ADJ	amod
22	12	NOUN	dobj
22	13	PUNCT	punct
22	14	AUX	aux
22	15	ADP	prep
22	16	NOUN	pobj
22	17	AUX	auxpass
22	18	VERB	ROOT
22	19	ADP	prep
22	20	DET	det
22	21	NOUN	pobj
22	22	PRON	nsubj
22	23	AUX	aux
22	24	ADV	advmod
22	25	VERB	relcl
22	26	ADP	prep
22	27	PRON	pobj
22	28	PUNCT	punct
23	0	SCONJ	mark
23	1	PROPN	nsubj
23	2	AUX	aux
23	3	PART	neg
23	4	AUX	advcl
23	5	DET	det
23	6	ADJ	amod
23	7	NOUN	attr
23	8	PUNCT	punct
23	9	PRON	nsubj
23	10	AUX	ROOT
23	11	ADJ	acomp
23	12	PART	aux
23	13	AUX	auxpass
23	14	VERB	xcomp
23	15	SCONJ	mark
23	16	PROPN	nsubjpass
23	17	AUX	aux
23	18	AUX	aux
23	19	AUX	auxpass
23	20	VERB	ccomp
23	21	ADP	prep
23	22	DET	det
23	23	ADJ	amod
23	24	NOUN	pobj
23	25	PUNCT	punct
24	0	CCONJ	cc
24	1	ADP	prep
24	2	DET	det
24	3	VERB	amod
24	4	NOUN	pobj
24	5	ADP	prep
24	6	NOUN	pobj
24	7	PUNCT	punct
24	8	ADP	prep
24	9	DET	det
24	10	ADJ	pobj
24	11	PUNCT	punct
24	12	PRON	expl
24	13	VERB	ROOT
24	14	ADV	advmod
24	15	PART	aux
24	16	AUX	auxpass
24	17	VERB	xcomp
24	18	ADJ	amod
24	19	CCONJ	cc
24	20	VERB	conj
24	21	NOUN	oprd
24	22	PUNCT	punct
24	23	PRON	nsubj
24	24	VERB	relcl
24	25	ADJ	acomp
24	26	PART	aux
24	27	VERB	xcomp
24	28	DET	det
24	29	NOUN	dobj
24	30	ADP	prep
24	31	ADJ	amod
24	32	NOUN	pobj
24	33	ADP	prep
24	34	DET	det
24	35	PROPN	pobj
24	36	PUNCT	punct
24	37	SCONJ	mark
24	38	VERB	advcl
24	39	CCONJ	cc
24	40	VERB	conj
24	41	ADP	prep
24	42	DET	det
24	43	ADJ	pobj
24	44	PUNCT	punct
25	0	DET	det
25	1	NOUN	nsubj
25	2	ADP	prep
25	3	NOUN	pobj
25	4	PUNCT	punct
25	5	VERB	parataxis
25	6	PRON	nsubj
25	7	PUNCT	punct
25	8	AUX	ccomp
25	9	ADJ	acomp
25	10	PUNCT	punct
25	11	DET	det
25	12	PROPN	nsubj
25	13	ADP	prep
25	14	NOUN	pobj
25	15	VERB	ROOT
25	16	DET	det
25	17	NOUN	dobj
25	18	PART	aux
25	19	VERB	acl
25	20	DET	det
25	21	NOUN	dobj
25	22	ADP	prep
25	23	NOUN	pobj
25	24	PUNCT	punct
25	25	CCONJ	cc
25	26	PART	aux
25	27	VERB	conj
25	28	DET	det
25	29	ADJ	amod
25	30	NOUN	dobj
25	31	PRON	nsubj
25	32	AUX	aux
25	33	ADV	advmod
25	34	ADV	advmod
25	35	VERB	relcl
25	36	ADP	prep
25	37	NOUN	pobj
25	38	PUNCT	punct
26	0	ADJ	amod
26	1	NOUN	nsubjpass
26	2	PUNCT	punct
26	3	ADP	prep
26	4	PRON	pobj
26	5	PUNCT	punct
26	6	AUX	aux
26	7	ADV	neg
26	8	AUX	auxpass
26	9	VERB	ROOT
26	10	PART	aux
26	11	VERB	xcomp
26	12	PRON	dobj
26	13	ADP	prep
26	14	ADJ	amod
26	15	NOUN	pobj
26	16	ADP	prep
26	17	DET	det
26	18	ADJ	pobj
26	19	PUNCT	punct
27	0	PRON	nsubjpass
27	1	AUX	aux
27	2	AUX	auxpass
27	3	VERB	ROOT
27	4	ADP	agent
27	5	ADJ	amod
27	6	NOUN	pobj
27	7	PUNCT	punct
27	8	CCONJ	cc
27	9	AUX	aux
27	10	VERB	conj
27	11	DET	det
27	12	NOUN	dobj
27	13	ADP	prep
27	14	ADJ	amod
27	15	NOUN	pobj
27	16	CCONJ	cc
27	17	NOUN	conj
27	18	PUNCT	punct
28	0	AUX	ccomp
28	1	PRON	nsubj
28	2	PART	neg
28	3	PUNCT	punct
28	4	PRON	nsubj
28	5	AUX	aux
28	6	VERB	ROOT
28	7	DET	det
28	8	NOUN	dobj
28	9	ADP	prep
28	10	NOUN	pobj
28	11	PUNCT	punct
28	12	DET	det
28	13	ADJ	amod
28	14	NOUN	dobj
28	15	ADP	prep
28	16	DET	det
28	17	NOUN	pobj
28	18	PART	aux
28	19	VERB	acl
28	20	DET	det
28	21	ADJ	amod
28	22	ADJ	amod
28	23	CCONJ	cc
28	24	ADJ	conj
28	25	NOUN	dobj
28	26	PUNCT	punct
29	0	SCONJ	mark
29	1	PRON	nsubj
29	2	VERB	advcl
29	3	PRON	poss
29	4	ADJ	amod
29	5	NOUN	attr
29	6	PUNCT	punct
29	7	AUX	aux
29	8	PRON	nsubj
29	9	ADP	prep
29	10	NOUN	pobj
29	11	VERB	ROOT
29	12	PRON	dobj
29	13	PUNCT	punct
30	0	AUX	aux
30	1	PRON	nsubj
30	2	PART	neg
30	3	PUNCT	punct
30	4	ADP	prep
30	5	DET	det
30	6	NOUN	pobj
30	7	PUNCT	punct
30	8	ADV	advmod
30	9	AUX	auxpass
30	10	VERB	ROOT
30	11	SCONJ	mark
30	12	ADJ	amod
30	13	NOUN	nsubj
30	14	PUNCT	punct
30	15	CCONJ	cc
30	16	ADJ	amod
30	17	NOUN	conj
30	18	PUNCT	punct
30	19	VERB	ccomp
30	20	DET	det
30	21	ADV	advmod
30	22	ADJ	amod
30	23	CCONJ	cc
30	24	ADJ	conj
30	25	NOUN	dobj
30	26	ADP	prep
30	27	ADJ	amod
30	28	NOUN	pobj
30	29	ADP	prep
30	30	ADJ	amod
30	31	CCONJ	cc
30	32	ADJ	conj
30	33	NOUN	pobj
30	34	ADP	prep
30	35	NOUN	pobj
30	36	PUNCT	punct
30	37	NOUN	conj
30	38	CCONJ	cc
30	39	NOUN	conj
30	40	PUNCT	punct
31	0	AUX	aux
31	1	NOUN	nsubj
31	2	ADP	prep
31	3	NOUN	pobj
31	4	AUX	ROOT
31	5	ADV	advmod
31	6	VERB	acomp
31	7	ADP	prep
31	8	NOUN	pobj
31	9	ADP	prep
31	10	NOUN	pobj
31	11	PUNCT	punct
32	0	AUX	ROOT
32	1	PART	neg
32	2	DET	det
32	3	ADJ	attr
32	4	VERB	acl
32	5	ADP	agent
32	6	PROPN	pobj
32	7	ADV	advmod
32	8	ADV	advmod
32	9	ADP	cc
32	10	DET	det
32	11	NOUN	conj
32	12	PUNCT	punct
33	0	AUX	ROOT
33	1	PRON	expl
33	2	PART	neg
33	3	NOUN	attr
33	4	PUNCT	punct
33	5	NOUN	conj
33	6	PUNCT	punct
33	7	NOUN	conj
33	8	PUNCT	punct
33	9	CCONJ	cc
33	10	NOUN	conj
33	11	ADP	prep
33	12	ADJ	amod
33	13	NOUN	pobj
33	14	PUNCT	punct
